titrable_acidity,temperature,pH,conductivity,status,created_at,acidity_status
0.131,24.0,6.5,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.3,6.49,1.02,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.1,6.49,1.01,BAD,4/28/2025 23:26,Normal Acidity
0.13,23.6,6.5,0.99,BAD,4/28/2025 23:26,Normal Acidity
0.132,24.0,6.5,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.133,24.0,6.5,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.129,23.6,6.52,1.01,BAD,4/28/2025 23:26,Normal Acidity
0.128,24.0,6.55,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.125,23.7,6.57,1.01,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.0,6.52,0.99,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.0,6.5,0.99,BAD,4/28/2025 23:26,Normal Acidity
0.13,23.7,6.45,0.98,BAD,4/28/2025 23:26,Normal Acidity
0.13,23.4,6.5,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.127,24.0,6.48,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.124,23.6,6.5,1.02,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:26,Normal Acidity
0.13,24.1,6.54,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.133,24.5,6.55,0.96,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.9,6.54,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.5,6.56,1.01,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.2,6.51,0.96,BAD,4/28/2025 23:27,Normal Acidity
0.132,24.0,6.49,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.131,23.8,6.47,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.127,24.0,6.5,0.99,BAD,4/28/2025 23:27,Normal Acidity
0.126,24.0,6.52,0.98,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.53,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.127,24.0,6.56,1.02,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.53,0.97,BAD,4/28/2025 23:27,Normal Acidity
0.13,23.9,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.127,24.0,6.51,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,23.9,6.5,0.96,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.5,0.99,BAD,4/28/2025 23:27,Normal Acidity
0.132,24.0,6.51,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.132,23.5,6.51,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.49,1.03,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.1,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.128,23.6,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.5,0.97,BAD,4/28/2025 23:27,Normal Acidity
0.128,24.4,6.45,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.5,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.126,24.0,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:27,Normal Acidity
0.13,23.9,6.51,1.04,BAD,4/28/2025 23:27,Normal Acidity
0.13,23.9,6.5,1.02,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.0,6.5,1.01,BAD,4/28/2025 23:27,Normal Acidity
0.13,24.1,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.134,24.0,6.54,0.97,BAD,4/28/2025 23:28,Normal Acidity
0.134,24.0,6.55,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.137,24.0,6.52,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.134,24.0,6.56,0.96,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.57,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.127,24.0,6.53,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.1,6.51,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.48,0.99,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.3,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.6,6.5,1.01,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.7,6.5,1.01,BAD,4/28/2025 23:28,Normal Acidity
0.13,25.1,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.125,24.6,6.54,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.3,6.51,1.03,BAD,4/28/2025 23:28,Normal Acidity
0.13,23.9,6.49,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.127,24.0,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.5,1.01,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.128,24.0,6.54,1.01,BAD,4/28/2025 23:28,Normal Acidity
0.13,23.9,6.58,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.61,1.0,BAD,4/28/2025 23:28,Low Acidity
0.13,24.0,6.56,0.98,BAD,4/28/2025 23:28,Normal Acidity
0.129,24.0,6.53,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.53,0.98,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.1,6.5,1.04,BAD,4/28/2025 23:28,Normal Acidity
0.13,23.9,6.5,0.99,BAD,4/28/2025 23:28,Normal Acidity
0.128,24.0,6.5,0.95,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.4,6.5,1.0,BAD,4/28/2025 23:28,Normal Acidity
0.13,24.7,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,25.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.131,25.3,6.5,1.01,BAD,4/28/2025 23:29,Normal Acidity
0.13,25.0,6.5,0.99,BAD,4/28/2025 23:29,Normal Acidity
0.128,24.5,6.47,0.94,BAD,4/28/2025 23:29,Normal Acidity
0.128,24.8,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.7,6.5,0.96,BAD,4/28/2025 23:29,Normal Acidity
0.134,24.2,6.46,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.132,23.9,6.5,0.98,BAD,4/28/2025 23:29,Normal Acidity
0.129,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.1,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.127,24.0,6.52,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.53,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.126,23.7,6.54,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,0.95,BAD,4/28/2025 23:29,Normal Acidity
0.128,24.0,6.51,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.2,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,0.98,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,23.8,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.131,24.0,6.53,1.04,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.1,6.52,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.131,24.1,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,23.7,6.47,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.5,1.01,BAD,4/28/2025 23:29,Normal Acidity
0.13,23.8,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.125,24.0,6.5,1.0,BAD,4/28/2025 23:29,Normal Acidity
0.13,24.0,6.46,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.133,23.8,6.5,0.99,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.0,6.54,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.0,6.55,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.127,24.0,6.51,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.123,24.0,6.51,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.1,6.55,0.97,BAD,4/28/2025 23:30,Normal Acidity
0.127,24.4,6.54,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.7,6.53,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.134,24.2,6.56,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.137,24.0,6.57,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.132,24.4,6.57,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.132,24.8,6.55,1.01,BAD,4/28/2025 23:30,Normal Acidity
0.135,24.5,6.51,0.99,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.9,6.53,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.134,24.4,6.53,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.133,24.6,6.56,1.01,BAD,4/28/2025 23:30,Normal Acidity
0.136,24.5,6.58,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.134,24.4,6.6,1.02,BAD,4/28/2025 23:30,Normal Acidity
0.137,24.5,6.6,0.97,BAD,4/28/2025 23:30,Normal Acidity
0.135,24.0,6.63,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.133,24.3,6.58,0.99,BAD,4/28/2025 23:30,Normal Acidity
0.128,24.0,6.56,0.98,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.4,6.57,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.125,24.1,6.57,0.98,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.0,6.58,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.129,24.0,6.57,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.13,24.4,6.59,1.0,BAD,4/28/2025 23:30,Normal Acidity
0.132,24.3,6.57,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.6,6.53,1.02,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.8,6.49,0.99,BAD,4/28/2025 23:31,Normal Acidity
0.128,24.4,6.52,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.7,6.5,0.99,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.4,6.46,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.6,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.2,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.132,23.7,6.5,1.04,BAD,4/28/2025 23:31,Normal Acidity
0.127,24.0,6.5,1.08,BAD,4/28/2025 23:31,Normal Acidity
0.129,24.0,6.5,1.07,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.0,6.51,1.02,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.4,6.46,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.6,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.8,6.5,1.04,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.7,6.46,1.03,BAD,4/28/2025 23:31,Normal Acidity
0.127,24.3,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.125,24.6,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.2,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.3,6.5,0.99,BAD,4/28/2025 23:31,Normal Acidity
0.13,24.0,6.5,1.03,BAD,4/28/2025 23:31,Normal Acidity
0.133,24.1,6.5,1.04,BAD,4/28/2025 23:31,Normal Acidity
0.136,24.0,6.5,1.0,BAD,4/28/2025 23:31,Normal Acidity
0.138,24.1,6.52,1.07,BAD,4/28/2025 23:31,Normal Acidity
0.139,23.8,6.55,1.09,BAD,4/28/2025 23:31,Normal Acidity
0.138,24.0,6.52,1.09,BAD,4/28/2025 23:31,Normal Acidity
0.139,24.0,6.49,1.12,BAD,4/28/2025 23:32,Normal Acidity
0.137,23.6,6.45,1.11,BAD,4/28/2025 23:32,Normal Acidity
0.134,24.0,6.5,1.14,BAD,4/28/2025 23:32,Normal Acidity
0.137,23.6,6.5,1.09,BAD,4/28/2025 23:32,Normal Acidity
0.139,24.0,6.5,1.16,BAD,4/28/2025 23:32,Normal Acidity
0.134,24.0,6.5,1.15,BAD,4/28/2025 23:32,Normal Acidity
0.132,24.0,6.5,1.1,BAD,4/28/2025 23:32,Normal Acidity
0.134,23.5,6.54,1.1,BAD,4/28/2025 23:32,Normal Acidity
0.138,24.0,6.5,1.08,BAD,4/28/2025 23:32,Normal Acidity
0.138,24.0,6.5,1.13,BAD,4/28/2025 23:32,Normal Acidity
0.133,24.0,6.47,1.15,BAD,4/28/2025 23:32,Normal Acidity
0.132,24.0,6.5,1.12,BAD,4/28/2025 23:32,Normal Acidity
0.13,24.0,6.47,1.09,BAD,4/28/2025 23:32,Normal Acidity
0.13,24.0,6.5,1.13,BAD,4/28/2025 23:32,Normal Acidity
0.13,24.3,6.5,1.12,BAD,4/28/2025 23:32,Normal Acidity
0.129,24.0,6.5,1.13,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.0,6.48,1.1,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.1,6.5,1.12,BAD,4/28/2025 23:33,Normal Acidity
0.133,24.5,6.5,1.08,BAD,4/28/2025 23:33,Normal Acidity
0.133,24.8,6.5,1.07,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.4,6.5,1.06,BAD,4/28/2025 23:33,Normal Acidity
0.125,24.4,6.5,1.1,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.5,1.09,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.9,6.5,1.04,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.9,6.48,1.08,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.5,1.1,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.5,1.07,BAD,4/28/2025 23:33,Normal Acidity
0.131,24.8,6.5,1.08,BAD,4/28/2025 23:33,Normal Acidity
0.13,25.0,6.53,1.08,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.8,6.51,1.11,BAD,4/28/2025 23:33,Normal Acidity
0.127,24.7,6.46,1.11,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.5,1.08,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.46,1.11,BAD,4/28/2025 23:33,Normal Acidity
0.134,24.9,6.5,1.11,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.7,6.49,1.15,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.5,6.5,1.14,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.8,6.45,1.18,BAD,4/28/2025 23:33,Normal Acidity
0.132,25.0,6.5,1.19,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.7,6.5,1.14,BAD,4/28/2025 23:33,Normal Acidity
0.125,24.6,6.5,1.14,BAD,4/28/2025 23:33,Normal Acidity
0.13,25.0,6.47,1.1,BAD,4/28/2025 23:33,Normal Acidity
0.134,25.0,6.5,1.07,BAD,4/28/2025 23:33,Normal Acidity
0.13,25.2,6.47,1.02,BAD,4/28/2025 23:33,Normal Acidity
0.13,25.1,6.5,1.0,BAD,4/28/2025 23:33,Normal Acidity
0.125,24.7,6.48,0.98,BAD,4/28/2025 23:33,Normal Acidity
0.13,24.2,6.46,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.129,24.0,6.5,0.96,BAD,4/28/2025 23:34,Normal Acidity
0.126,24.0,6.5,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.13,23.7,6.5,0.99,BAD,4/28/2025 23:34,Normal Acidity
0.129,23.3,6.49,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.13,24.0,6.51,0.99,BAD,4/28/2025 23:34,Normal Acidity
0.13,24.3,6.5,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.13,24.3,6.54,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.133,23.9,6.5,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.129,24.0,6.53,1.04,BAD,4/28/2025 23:34,Normal Acidity
0.124,24.0,6.5,1.04,BAD,4/28/2025 23:34,Normal Acidity
0.13,24.2,6.5,1.07,BAD,4/28/2025 23:34,Normal Acidity
0.133,24.0,6.47,1.07,BAD,4/28/2025 23:34,Normal Acidity
0.132,23.8,6.47,1.03,BAD,4/28/2025 23:34,Normal Acidity
0.134,24.0,6.46,1.07,BAD,4/28/2025 23:34,Normal Acidity
0.134,24.0,6.5,1.02,BAD,4/28/2025 23:34,Normal Acidity
0.138,24.3,6.49,1.02,BAD,4/28/2025 23:34,Normal Acidity
0.135,24.1,6.49,1.02,BAD,4/28/2025 23:34,Normal Acidity
0.138,23.8,6.5,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.139,24.0,6.5,1.0,BAD,4/28/2025 23:34,Normal Acidity
0.161,24.3,6.54,1.01,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.16,24.3,6.5,1.0,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.162,24.0,6.5,1.0,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.164,24.0,6.5,1.01,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.161,24.2,6.54,0.98,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.161,24.0,6.46,1.0,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.161,24.0,6.5,1.0,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.161,24.0,6.5,0.95,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.163,24.5,6.5,1.0,ACCEPTABLE,4/28/2025 23:35,Normal Acidity
0.138,24.0,6.5,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.139,24.4,6.5,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.139,24.0,6.5,0.95,BAD,4/28/2025 23:37,Normal Acidity
0.136,23.7,6.54,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.131,24.0,6.5,0.96,BAD,4/28/2025 23:37,Normal Acidity
0.126,24.1,6.48,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.5,6.5,1.04,BAD,4/28/2025 23:37,Normal Acidity
0.131,24.9,6.5,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,25.2,6.48,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.128,25.1,6.5,1.03,BAD,4/28/2025 23:37,Normal Acidity
0.129,25.4,6.5,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.127,25.6,6.5,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,25.1,6.54,0.95,BAD,4/28/2025 23:37,Normal Acidity
0.13,25.5,6.53,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,25.1,6.56,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.6,6.58,0.97,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.5,6.59,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.1,6.6,1.0,BAD,4/28/2025 23:37,Low Acidity
0.13,23.7,6.57,0.99,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.0,6.55,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.128,24.0,6.54,1.04,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.0,6.5,1.08,BAD,4/28/2025 23:37,Normal Acidity
0.125,24.4,6.45,1.04,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.6,6.5,1.02,BAD,4/28/2025 23:37,Normal Acidity
0.127,24.2,6.53,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,24.2,6.55,0.97,BAD,4/28/2025 23:37,Normal Acidity
0.125,24.0,6.59,1.0,BAD,4/28/2025 23:37,Normal Acidity
0.13,23.9,6.63,1.0,BAD,4/28/2025 23:37,Low Acidity
0.13,24.0,6.62,1.0,BAD,4/28/2025 23:38,Low Acidity
0.13,23.6,6.61,1.0,BAD,4/28/2025 23:38,Low Acidity
0.13,24.0,6.63,1.03,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.0,6.67,1.0,BAD,4/28/2025 23:38,Low Acidity
0.125,24.0,6.67,1.0,BAD,4/28/2025 23:38,Low Acidity
0.13,24.0,6.7,1.04,BAD,4/28/2025 23:38,Normal Acidity
0.134,24.0,6.65,1.01,BAD,4/28/2025 23:38,Normal Acidity
0.129,24.0,6.69,1.0,BAD,4/28/2025 23:38,Low Acidity
0.129,23.8,6.65,0.99,BAD,4/28/2025 23:38,Low Acidity
0.124,24.0,6.69,1.0,BAD,4/28/2025 23:38,Low Acidity
0.13,23.9,6.64,1.0,BAD,4/28/2025 23:38,Low Acidity
0.126,24.0,6.62,0.96,BAD,4/28/2025 23:38,Low Acidity
0.13,24.0,6.58,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.0,6.59,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.125,24.3,6.55,1.03,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.7,6.52,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.2,6.49,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.0,6.46,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.126,24.0,6.5,1.04,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.0,6.5,1.06,BAD,4/28/2025 23:38,Normal Acidity
0.128,24.0,6.51,1.05,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.2,6.5,1.05,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.3,6.5,1.08,BAD,4/28/2025 23:38,Normal Acidity
0.125,24.7,6.5,1.09,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.6,6.5,1.13,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.1,6.52,1.1,BAD,4/28/2025 23:38,Normal Acidity
0.13,23.9,6.5,1.06,BAD,4/28/2025 23:38,Normal Acidity
0.134,23.6,6.53,1.04,BAD,4/28/2025 23:38,Normal Acidity
0.131,24.0,6.5,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.127,23.7,6.5,1.0,BAD,4/28/2025 23:38,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.126,23.8,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,0.96,BAD,4/28/2025 23:39,Normal Acidity
0.133,24.2,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.132,23.9,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.127,23.8,6.5,0.98,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.46,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.126,24.2,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.4,6.5,0.95,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.1,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,1.04,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,1.04,BAD,4/28/2025 23:39,Normal Acidity
0.127,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.133,24.0,6.53,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.132,24.0,6.5,1.01,BAD,4/28/2025 23:39,Normal Acidity
0.134,24.0,6.52,1.05,BAD,4/28/2025 23:39,Normal Acidity
0.13,23.9,6.56,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.128,24.0,6.51,0.97,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.2,6.53,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.127,24.0,6.5,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,23.7,6.54,1.04,BAD,4/28/2025 23:39,Normal Acidity
0.126,24.0,6.52,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,23.7,6.52,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.125,24.0,6.52,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.54,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.51,1.0,BAD,4/28/2025 23:39,Normal Acidity
0.125,24.0,6.5,0.96,BAD,4/28/2025 23:39,Normal Acidity
0.13,24.0,6.52,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.134,23.8,6.56,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.137,24.0,6.56,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.138,23.9,6.51,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.139,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.137,23.6,6.48,0.99,BAD,4/28/2025 23:40,Normal Acidity
0.138,24.0,6.48,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.134,24.1,6.5,1.02,BAD,4/28/2025 23:40,Normal Acidity
0.132,24.0,6.49,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,0.95,BAD,4/28/2025 23:40,Normal Acidity
0.127,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.53,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,23.8,6.49,0.98,BAD,4/28/2025 23:40,Normal Acidity
0.132,24.0,6.49,0.95,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.127,23.9,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.126,23.9,6.5,1.01,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.54,0.97,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.129,23.9,6.47,0.97,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.127,24.0,6.45,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,23.5,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.45,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.13,23.6,6.5,1.0,BAD,4/28/2025 23:40,Normal Acidity
0.127,24.0,6.5,1.01,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.47,1.03,BAD,4/28/2025 23:40,Normal Acidity
0.13,24.0,6.5,1.05,BAD,4/28/2025 23:41,Normal Acidity
0.13,24.0,6.5,1.04,BAD,4/28/2025 23:41,Normal Acidity
0.13,24.1,6.54,1.06,BAD,4/28/2025 23:41,Normal Acidity
0.13,24.0,6.56,1.05,BAD,4/28/2025 23:41,Normal Acidity
0.13,24.0,6.57,1.0,BAD,4/28/2025 23:41,Normal Acidity
0.13,24.2,6.6,1.0,BAD,4/28/2025 23:41,Low Acidity
0.126,24.6,6.61,0.98,BAD,4/28/2025 23:41,Low Acidity
